nom,type,region,province,latitude,longitude,population
Ourgou Yargo,commune,Centre,Kadiogo Province,12.44575,-1.53207,0
Dapoa,commune,Centre,Kadiogo Province,12.43736,-1.5279,0
Larlé Wéoguen,commune,Centre,Kadiogo Province,12.44304,-1.59516,0
Nagzougou,commune,Centre,Kadiogo Province,12.45242,-1.61513,0
Larlé Wéoghin,commune,Centre,Kadiogo Province,12.42028,-1.61578,0
Komtoèga,commune,Centre,Kadiogo Province,12.45065,-1.65227,0
Tewoko,commune,Centre,Kadiogo Province,12.46312,-1.67415,0
Domdélé,commune,Centre,,12.44159,-1.68586,0
Gonskassenga,commune,Plateau-Central,Province du Kourwéogo,12.43405,-1.7068,0
Gonsbilen,commune,,,12.41805,-1.70853,0
Nianéghin,commune,Plateau-Central,Province du Kourwéogo,12.43665,-1.74735,0
Tanglogo,commune,Centre,,12.39698,-1.74809,0
Toéguen,commune,Centre,,12.39758,-1.73465,0
Yorguen,commune,Centre,Kadiogo Province,12.36347,-1.71727,0
Lillibouré,commune,Centre,Kadiogo Province,12.38623,-1.71058,0
Silmi Nabayiri,commune,Centre,Kadiogo Province,12.34981,-1.66963,0
Yalégré,commune,Centre,Kadiogo Province,12.39645,-1.6584,0
Koulorouré,commune,Centre,Kadiogo Province,12.39344,-1.64296,0
Zamnogo,commune,Centre,Kadiogo Province,12.40265,-1.6272,0
Nemnen,commune,Centre,Kadiogo Province,12.39659,-1.62189,0
Kounkoubri,commune,Centre,Kadiogo Province,12.39178,-1.62626,0
Bissighin,commune,Centre,Kadiogo Province,12.39354,-1.60484,0
Kilwin,commune,Centre,Kadiogo Province,12.39546,-1.58819,0
Zongo Nabitenga,commune,Centre,Kadiogo Province,12.36549,-1.62646,0
Nampougou,commune,Centre,Kadiogo Province,12.34275,-1.58532,0
Yabrétenga,commune,Centre,Kadiogo Province,12.33463,-1.57641,0
Zone pilote de Cissin,commune,Centre,Kadiogo Province,12.33359,-1.52965,0
Soniaba,commune,Centre,Kadiogo Province,12.31713,-1.53119,0
Patte d’Oie,commune,Centre,Kadiogo Province,12.32495,-1.51638,0
Koanguen,commune,Centre,Kadiogo Province,12.31542,-1.50253,0
Kossiyam,commune,Centre,Kadiogo Province,12.30847,-1.49907,0
Banogo,commune,Centre,Kadiogo Province,12.30456,-1.50694,0
Baskoudré,commune,Centre,Kadiogo Province,12.25302,-1.53065,0
Poéssé,commune,Centre,Kadiogo Province,12.25098,-1.56121,0
Bika,commune,Centre,Kadiogo Province,12.32194,-1.58354,0
Sabou,commune,Centre,Kadiogo Province,12.32229,-1.59769,0
Koaken,commune,Centre,Kadiogo Province,12.32014,-1.60798,0
Baonnoré,commune,Centre,Kadiogo Province,12.30988,-1.61181,0
Kagtoudin,commune,Centre,Kadiogo Province,12.25211,-1.58521,0
Nabytinga,commune,Centre,Kadiogo Province,12.24459,-1.60194,0
Konguen,commune,Centre,Kadiogo Province,12.25361,-1.60694,0
Koukpélen,commune,Centre,Kadiogo Province,12.2873,-1.61915,0
Teghin,commune,Centre,Kadiogo Province,12.29437,-1.62262,0
Tangzougou,commune,Centre,Kadiogo Province,12.29113,-1.63,0
Bakiensom,commune,Centre,Kadiogo Province,12.30093,-1.61276,0
Kankamsin,commune,Centre,Kadiogo Province,12.32197,-1.62024,0
Nobsin,commune,Centre,Kadiogo Province,12.32357,-1.6923,0
Boukou,commune,Centre,Kadiogo Province,12.31233,-1.68749,0
Bagarao,commune,Centre,Kadiogo Province,12.2581,-1.68688,0
Komléla,commune,Centre,Kadiogo Province,12.25193,-1.7591,0
Songpelsé,commune,Centre,Kadiogo Province,12.30701,-1.71026,0
Nabiléyemdi,commune,Centre-Sud,Bazega Province,12.092,-1.58015,0
Gueswendé,commune,Centre,Kadiogo Province,12.193,-1.65328,0
Toéghin,commune,Centre-Sud,Bazega Province,12.09935,-1.23596,0
Didri,commune,Centre,Kadiogo Province,12.19991,-1.24679,0
Moincé,commune,Centre,Kadiogo Province,12.22768,-1.20963,0
Peelé,commune,Centre,Kadiogo Province,12.25343,-1.18936,0
Tansablogo,commune,Centre,Kadiogo Province,12.21856,-1.16742,0
Nafbanka,commune,,,12.1704,-1.09562,0
Pikiéko,commune,Centre,,12.24698,-1.11312,0
Vossé,commune,Centre-Sud,Bazega Province,12.10038,-1.03542,0
Kadenguen,commune,Plateau-Central,Province du Ganzourgou,12.14139,-1.02083,0
Taptouen,commune,Plateau-Central,Province du Ganzourgou,12.10482,-1.01533,0
Zabrétanga,commune,Centre-Sud,Bazega Province,12.1351,-1.14363,0
Nanguila,commune,Centre-Sud,Bazega Province,12.12075,-1.17511,0
Naben,commune,Centre-Sud,Bazega Province,12.0563,-1.01426,0
Wardogo,commune,Centre-Sud,Bazega Province,12.04283,-0.99504,0
Toetenga,commune,Centre-Sud,,12.15255,-1.22262,0
Kankaguen,commune,Centre-Sud,,12.15403,-1.2002,0
Soudren,commune,Centre-Nord,,12.8875,-1.43,0
Sambsen,commune,Plateau-Central,Province du Bassitenga,12.84444,-1.4825,0
Koalla,commune,Plateau-Central,Province du Bassitenga,12.36946,-1.24521,0
Zanga,commune,Centre,,12.28876,-1.19256,0
Kougri,commune,Plateau-Central,Province du Ganzourgou,12.37331,-1.07502,0
Tiougou,commune,Centre-Sud,Zoundweogo Province,11.46,-0.85694,0
Fotigué,commune,Centre-Est,Province du Koulpelogo,11.13778,-0.09833,0
Djambendé,commune,Centre-Est,Province du Koulpelogo,11.05475,0.29296,0
Kompiembiga,commune,Est,Province de la Kompienga,11.28034,0.60097,0
Yondé,commune,Centre-Est,Province du Koulpelogo,11.49472,0.14667,0
Tin-Akoff,commune,Sahel,Oudalan,14.96549,-0.16335,0
Gouloumani,commune,Boucle du Mouhoun,Province du Sourou,13.18008,-2.66302,0
Kiripalogo,commune,Nord,Province du Yatenga,13.06799,-2.65923,0
Léhé,commune,Nord,Province du Yatenga,13.4465,-2.5438,0
Nango Foulsé,commune,Nord,Province du Yatenga,13.45342,-2.59701,0
Méra,commune,Nord,Province du Yatenga,13.49058,-2.55861,0
Balango,commune,Nord,Province du Yatenga,13.67049,-2.47335,0
Pirgo,commune,Nord,Province du Yatenga,13.51044,-2.49475,0
Rom,commune,Nord,Province du Yatenga,13.3024,-2.37896,0
Souli,commune,Nord,Province du Yatenga,13.55683,-2.40163,0
Rikou,commune,Nord,Province du Yatenga,13.63584,-2.35991,0
Rounga,commune,Nord,Province du Yatenga,13.72639,-2.39874,0
Péla,commune,Nord,Province du Yatenga,13.86882,-2.29535,0
Dano,commune,Nord,Province du Yatenga,13.00603,-2.19695,0
Gouldé,commune,Nord,Province du Yatenga,13.0047,-2.04779,0
Kera,commune,Nord,Province du Yatenga,13.3705,-2.13835,0
Vini,commune,Nord,Province du Yatenga,13.56094,-2.08907,0
Padanla,commune,Est,Gnagna Province,13.17678,0.03085,0
Kolangaldagabé,commune,Sahel,Province du Yagha,13.73011,0.61108,0
Louba,commune,Sahel,Province du Yagha,13.26496,0.90434,0
Gomo,commune,Sahel,Province du Séno,14.39897,0.18869,0
Darkoy,commune,Sahel,Oudalan,14.67368,-0.06681,0
Ganadaouri,commune,Sahel,Oudalan,14.74737,-0.39181,0
Oulool Dyouam,commune,Sahel,Province du Djelgodji,14.14201,-1.76761,0
Pétél Kouléré,commune,Sahel,Province du Djelgodji,14.10502,-2.02042,0
Féto Nay,commune,Nord,Province du Lorum,14.01403,-1.97269,0
Féto Kabaradjé,commune,Sahel,Province du Djelgodji,14.01212,-1.85961,0
Soum,commune,Sahel,Province du Djelgodji,14.79631,-1.11301,0
Mantamou,commune,Boucle du Mouhoun,Province de la Koosin,13.104,-3.9171,0
Ouamboy,commune,Boucle du Mouhoun,Province de la Koosin,13.0951,-3.9097,0
Abaye,commune,Boucle du Mouhoun,Province de la Koosin,13.4408,-3.9019,0
Yégueré,commune,Boucle du Mouhoun,Province du Sourou,13.1245,-3.0114,0
Bomborokui,commune,Boucle du Mouhoun,Province de la Koosin,13.00749,-3.96081,0
Nangorola,commune,Hauts-Bassins,Province du Kénédougou,11.91924,-5.07416,0
Dinso,commune,Hauts-Bassins,Province du Kénédougou,11.81552,-5.09762,0
Dé,commune,Hauts-Bassins,Province du Kénédougou,11.44018,-5.15536,0
Sadiniakono,commune,Boucle du Mouhoun,Province de la Koosin,13.3064,-4.0718,0
Foura,commune,Boucle du Mouhoun,,13.2785,-4.1695,0
Dora,commune,Nord,Province du Yatenga,14.00787,-2.84863,0
Gouama,commune,Boucle du Mouhoun,Province de la Koosin,12.2859,-4.2458,0
Fananka,commune,Hauts-Bassins,Province du Kénédougou,11.51501,-4.82943,0
Alga,commune,Centre-Nord,Province du Bam,13.60888,-1.54687,0
Boulsbaongo,commune,Centre-Nord,Sandbondtenga,13.47141,-1.27017,0
Lafi,commune,Centre-Nord,Sandbondtenga,13.53031,-1.03072,0
Doaré,commune,Centre-Nord,Sandbondtenga,13.50046,-1.00233,0
Tangounga,commune,Est,Province de la Komandjoari,12.83333,1.24985,0
Bagre,commune,Centre-Est,,11.4824,-0.51695,0
Kamséogo,commune,Centre-Est,Province du Koulpelogo,11.35385,0.20514,0
Kamsé,commune,,,11.47863,0.37927,0
Dogotenga,commune,Centre-Est,,11.67603,0.18287,0
Kombémbougou,commune,Centre-Est,,12.13765,1.65084,0
Madéni,commune,,,11.97253,0.55998,0
Pognoa-Sankoado,commune,,,11.02903,0.58484,0
Nambokoli,commune,Est,,12.71511,1.98219,0
Tambao,commune,Sahel,Oudalan,14.78123,0.04158,0
Foutouri-Yamboaro-Déni,commune,Est,,12.73375,1.06978,0
Goudoubo,commune,Sahel,Province du Séno,14.15445,-0.05549,0
Zogona,commune,Centre,Kadiogo Province,12.37829,-1.49058,0
Madouba,commune,,,13.31667,-3.85,0
Gounghin,commune,,,12.06667,-0.15,0
Nassere,commune,,,13.33333,-1.36667,0
Soaw,commune,,,12.556,-2.186,0
Guiba,commune,,,11.68333,-1.16667,0
Coalla,commune,,,13.41056,-0.13694,0
N'dorola,commune,,,11.76667,-4.82,0
Solle,commune,,,14.13333,-2.1,0
Koutougou,commune,,,12.25,-2.36667,0
Gbomblora,commune,,,10.26667,-2.95,0
Sami,commune,,,12.16667,-4.16667,0
Kougdoughin,commune,,,12.48333,-0.76667,0
Lantanga,commune,,,12.75,-2.18333,0
Tengsoba,commune,,,11.45528,0.43321,0
Kamsando,commune,,,12,-1.3,0
Bougnounou,commune,Centre-Ouest,Province du Ziro,11.83173,-2.10043,0
Silmague,commune,,,13.08126,-0.52578,0
Yoroko,commune,,,11.2333,-0.55,0
Dafra,commune,,,11.19791,-4.25487,0
Yorgo,commune,,,12,1.35,0
Dambam II,commune,Sahel,,14.56667,0.11667,0
Kalgondin,commune,,,12.35058,-1.49918,0
Cité An IV B,commune,Centre,,12.39009,-1.56922,0
Cité Azimo,commune,Centre,,12.40413,-1.55898,0
Cité de l’Avenir,commune,Centre,,12.39398,-1.45727,0
Nonsin,commune,Centre,,12.37386,-1.56559,0
Hamdalaye,commune,Centre,,12.37666,-1.55029,0
Kologh-Naba,commune,Centre,,12.3833,-1.54276,0
Larlé,commune,Centre,,12.37422,-1.54187,0
Cité An III,commune,Centre,,12.3757,-1.53289,0
Dapoya,commune,Centre,,12.38145,-1.52389,0
Paspanga,commune,Centre,,12.37991,-1.51733,0
1200 Logements,commune,Centre,,12.36888,-1.4975,0
SOCOGIB,commune,Centre,,12.38382,-1.4844,0
Gounghin Nord,commune,Centre,,12.3612,-1.55055,0
Bilbalogho,commune,Centre,,12.3626,-1.5311,0
Quartiers Saints,commune,Centre,,12.35964,-1.52342,0
Kamsonghin,commune,Centre,,12.35418,-1.52177,0
Koulouba,commune,Centre,,12.36702,-1.51111,0
Wemtenga,commune,Centre,,12.37056,-1.48919,0
Gounghin Sud,commune,Centre,,12.35298,-1.54342,0
Samandin,commune,Centre,,12.34977,-1.53241,0
Cité An II,commune,Centre,,12.34488,-1.52421,0
Sanyiri,commune,Centre,,12.34629,-1.48007,0
Cité de la Caisse,commune,Centre,,12.31054,-1.51716,0
Ouaga 2000,commune,Centre,,12.31538,-1.50888,0
Kourfayel,commune,Sahel,,14.16041,-1.65186,0
Bangassompissen,commune,Plateau-Central,,12.43784,-1.80383,0
Koala,commune,Plateau-Central,,12.43206,-1.77384,0
Yitaoré,commune,Plateau-Central,,12.42553,-1.75513,0
Barouli,commune,Plateau-Central,,12.45224,-1.76028,0
Yagma-Moimbin,commune,Centre,,12.44625,-1.60019,0
Pazani,commune,Centre,,12.44316,-1.57843,0
Wob-Riguéré,commune,Centre,,12.43853,-1.56798,0
Ba,commune,Plateau-Central,,12.40679,-1.82679,0
Yimiougou,commune,Plateau-Central,,12.39365,-1.8132,0
Taama,commune,Centre,,12.32349,-1.79017,0
Kouzoughin,commune,Centre,,12.2707,-1.75237,0
Dazankiéma,commune,Centre,,12.26264,-1.68612,0
Naponé,commune,Centre,,12.24018,-1.78136,0
Komki-Peulh,commune,Centre,,12.17261,-1.8081,0
Bagaraogo,commune,Centre,,12.24304,-1.69575,0
Lao-Peulh,commune,Centre,,12.20181,-1.70831,0
Kieryaoghin,commune,Centre,,12.2435,-1.52495,0
Toéghin-Peulh,commune,Centre,,12.08427,-1.70006,0
Rawilgué,commune,Centre,,12.15143,-1.58837,0
Gampéla,commune,Centre-Sud,,12.06022,-1.82982,0
Waff Ouidi,commune,Centre-Sud,,12.08367,-1.60381,0
Tanghen,commune,Centre-Ouest,,12.49043,-1.85,0
Kossoguen,commune,Centre-Ouest,,12.4639,-1.84322,0
Nab Pogo,commune,Plateau-Central,,12.41858,-1.88107,0
Sourgou,commune,Plateau-Central,,12.44904,-1.76897,0
Lolo,commune,Centre-Ouest,,12.25623,-1.95677,0
Kalsen,commune,Centre-Ouest,,12.2507,-1.90488,0
Koupelsé,commune,Centre-Ouest,,12.23348,-1.97163,0
Komléla,commune,Centre-Ouest,,12.22543,-1.91536,0
Louksi Nabiyiri,commune,Centre,,12.23032,-1.66207,0
Pousdouré,commune,Centre-Ouest,,12.19916,-1.97693,0
Koudtogo,commune,Centre-Ouest,,12.17597,-1.86247,0
Raboden,commune,Centre-Sud,,12.10375,-1.96897,0
Komesnédogo,commune,Centre-Sud,,12.09662,-1.90618,0
Bagayiri,commune,Centre-Sud,,12.03007,-1.82346,0
Ouapiamsi,commune,Centre-Sud,,12.0489,-1.75204,0
Sabayiri,commune,Centre-Sud,,12.01375,-1.83035,0
Banembanto,commune,Centre-Sud,Bazega Province,12.07687,-1.56778,0
Baken,commune,Plateau-Central,,12.66446,-1.75633,0
Yakin,commune,Plateau-Central,,12.67758,-1.64876,0
Watigué,commune,Plateau-Central,,12.68091,-1.52538,0
Guin,commune,Plateau-Central,,12.64507,-1.76691,0
Issouka,commune,Plateau-Central,,12.62017,-1.81389,0
Waronghin,commune,Plateau-Central,,12.58703,-1.78441,0
Sapéo,commune,Plateau-Central,,12.59326,-1.76384,0
Rougdbanga,commune,Plateau-Central,,12.61088,-1.73205,0
Tamnéré,commune,Plateau-Central,,12.61594,-1.71177,0
Kamtanghin,commune,Plateau-Central,,12.62853,-1.73314,0
Kabotenga,commune,Plateau-Central,,12.65997,-1.66869,0
Nanogo,commune,Plateau-Central,,12.65042,-1.65598,0
Nakamtenga,commune,Plateau-Central,,12.63574,-1.66405,0
Yandghin,commune,Plateau-Central,,12.6459,-1.62776,0
Ganbili,commune,,,12.60974,-1.62899,0
Sondré,commune,Plateau-Central,,12.57022,-1.80044,0
Kamiogo,commune,Plateau-Central,,12.54249,-1.79781,0
Laye-Yarcé,commune,Plateau-Central,,12.52133,-1.77751,0
Bissighin,commune,,,12.50923,-1.7206,0
Saint-Joseph,commune,Centre,,12.50676,-1.59249,0
Kobyiri,commune,Centre,,12.52485,-1.60407,0
Wilé,commune,Plateau-Central,,12.55924,-1.57018,0
Raguilma,commune,Nord,,12.9846,-1.8122,0
Kontélé,commune,Nord,,12.95338,-1.79375,0
Borébila,commune,Nord,,12.97706,-1.6081,0
Lourboken,commune,Plateau-Central,,12.8554,-1.80484,0
Oua,commune,Plateau-Central,,12.8699,-1.78177,0
Kouka,commune,Plateau-Central,,12.76408,-1.95655,0
Bissiguen,commune,Plateau-Central,,12.78265,-1.52387,0
Barpélaga,commune,Nord,,12.69663,-1.98749,0
Saben,commune,,,12.66402,-1.9335,0
Niamba,commune,Plateau-Central,,12.73648,-1.71644,0
Ouatinoma,commune,Plateau-Central,,12.69771,-1.54891,0
Toéguen,commune,Centre-Ouest,,12.60463,-1.93635,0
Bolkiengo,commune,Plateau-Central,,12.64288,-1.9294,0
Dapoya,commune,Plateau-Central,,12.64391,-1.89986,0
Péodogo,commune,Centre-Ouest,,12.62356,-1.89784,0
Koukmassa,commune,Centre-Ouest,,12.51418,-1.96706,0
Palagré,commune,Plateau-Central,,12.60211,-1.84842,0
Razoassi,commune,Centre-Ouest,,12.5295,-1.84971,0
Moyiga,commune,Centre-Ouest,,12.52729,-1.93628,0
Zikyemné,commune,Nord,,12.68321,-1.95327,0
Tiemboulo,commune,Sahel,,14.30693,-1.33737,0
Kabonga 1,commune,,,11.35125,0.58759,0
Basmiam,commune,Plateau-Central,,12.66407,-1.35855,0
Gam Yarcé,commune,Plateau-Central,,12.66408,-1.2798,0
Zéguédéghin,commune,Plateau-Central,,12.66562,-1.2477,0
Kofindrin,commune,Plateau-Central,,12.58169,-1.48544,0
Napamboumbou-Saabin,commune,Plateau-Central,,12.64285,-1.35268,0
Guioghin,commune,Plateau-Central,,12.5932,-1.30235,0
Kologondiessé,commune,Plateau-Central,,12.64915,-1.23084,0
Mesmnoghin,commune,Plateau-Central,,12.59215,-1.2029,0
Sag-Nioniogo,commune,Centre,,12.53754,-1.45923,0
Kourit-Yaoghin,commune,Plateau-Central,,12.56136,-1.41317,0
Pendogo,commune,Plateau-Central,,12.54052,-1.41698,0
Tanlargo,commune,Plateau-Central,,12.51591,-1.33832,0
Sa,commune,Plateau-Central,,12.54748,-1.3343,0
Nantenga,commune,Plateau-Central,,12.53291,-1.33039,0
Goundri,commune,Plateau-Central,,12.52411,-1.33268,0
Koanda Yarcé,commune,Plateau-Central,,12.50583,-1.25481,0
Tamanaga,commune,Plateau-Central,,12.54573,-1.2157,0
Noungoularé,commune,Centre-Nord,,12.95172,-1.47086,0
Pazédsaga,commune,Centre-Nord,,12.9561,-1.34474,0
Rollé,commune,Centre-Nord,,12.96815,-1.30816,0
Gofila,commune,Centre-Nord,,12.98597,-1.15629,0
Tavga,commune,Centre-Nord,,12.99159,-1.05964,0
Tanlouka,commune,Centre-Nord,,12.91496,-1.06034,0
Lilla,commune,Centre-Nord,,12.94015,-1.09089,0
Noensé,commune,Centre-Nord,,12.94877,-1.09495,0
Soanga,commune,Centre-Nord,,12.94438,-1.09708,0
Bankiemdé,commune,Centre-Nord,,12.89471,-1.0588,0
Bassiamé,commune,Centre-Nord,,12.88532,-1.3727,0
Nounglado,commune,Centre-Nord,,12.87087,-1.32785,0
Nimpoui,commune,Centre-Nord,,12.84599,-1.28176,0
Koutoumtenga,commune,Centre-Nord,,12.84559,-1.00502,0
Binogo,commune,Centre-Nord,,12.86012,-1.24193,0
Tanséka,commune,Centre-Nord,,12.85454,-1.22224,0
Somlamessom,commune,Plateau-Central,,12.78099,-1.49588,0
Tonda,commune,,,12.81292,-1.25254,0
Tempelga,commune,Plateau-Central,,12.77215,-1.32425,0
Duapogo,commune,Centre-Nord,,12.77126,-1.06183,0
Pousguen,commune,Centre-Nord,,12.75265,-1.05782,0
Kossoguen,commune,Centre-Nord,,12.74987,-1.03469,0
Sanmassi,commune,Plateau-Central,,12.73598,-1.40491,0
Kélégsaglé,commune,Plateau-Central,,12.69456,-1.36552,0
Tabla,commune,Plateau-Central,,12.72327,-1.27802,0
Pilaga,commune,Plateau-Central,,12.70883,-1.28766,0
Koulporé,commune,Plateau-Central,,12.73012,-1.19196,0
Koulkienka,commune,Plateau-Central,,12.64278,-1.16208,0
Boulba,commune,Plateau-Central,,12.62241,-1.11412,0
Sambiri,commune,Plateau-Central,,12.58795,-1.21451,0
Guéla,commune,Plateau-Central,,12.41967,-1.83494,0
Bombontangou,commune,,,11.29375,0.62523,0
Tadabat,commune,Sahel,,14.52031,-0.05222,0
Barimagou,commune,Est,,12.38888,1.35533,0
Boudtenga-Peulh,commune,Plateau-Central,,12.48602,-1.23793,0
Koukin,commune,Centre,,12.41049,-1.25714,0
Halaré,commune,Centre,,12.33716,-1.25634,0
Mogtédo,commune,Centre,,12.25451,-1.38691,0
Bouneghin,commune,Centre,,12.26213,-1.25599,0
Moug-Noussi,commune,Centre,,12.19172,-1.3541,0
Noungou,commune,Centre,,12.20387,-1.29446,0
Waoghin,commune,Centre-Sud,,12.08777,-1.38742,0
Kougpel-Yargo,commune,Centre-Sud,,12.09837,-1.36877,0
Kongous-Youngo,commune,Centre-Sud,,12.0707,-1.39707,0
Bassiyam,commune,Centre-Sud,,12.08233,-1.23422,0
Wintobaka,commune,Centre,,12.25736,-1.23914,0
Wapassi,commune,Centre,,12.24011,-1.23006,0
Lilgomdé,commune,Centre,,12.22673,-1.23565,0
Maneguetenga,commune,Centre,,12.21273,-1.24003,0
Sabsen,commune,Centre,,12.19935,-1.2332,0
Bangressen,commune,Centre,,12.19993,-1.20965,0
Tangporé,commune,Centre,,12.18234,-1.23765,0
Noensen,commune,Centre-Sud,,12.11506,-1.24443,0
Tiguindalgué,commune,Centre-Sud,,12.11225,-1.22876,0
Yorguen,commune,Centre-Sud,,12.10174,-1.24451,0
Somnawa,commune,Centre-Sud,,12.08807,-1.23562,0
Banguesom,commune,Plateau-Central,,12.48665,-1.16179,0
Nakomogo,commune,Plateau-Central,,12.47465,-1.14099,0
Poussa,commune,Plateau-Central,,12.44409,-1.08723,0
Pati,commune,Plateau-Central,,12.41889,-1.01496,0
Kamsando,commune,Plateau-Central,,12.38602,-1.09281,0
Tistenga,commune,Plateau-Central,,12.38135,-1.08605,0
Pogobandogoyiri,commune,Plateau-Central,,12.35904,-1.04402,0
Lounguen,commune,Centre,,12.2732,-1.14983,0
Abassi,commune,Plateau-Central,,12.27728,-1.13662,0
Watinoma,commune,Centre,,12.24063,-1.18299,0
Basnéré,commune,Centre-Sud,,12.1008,-1.20206,0
Kouga,commune,Centre-Sud,,12.10052,-1.17433,0
Siguikilé,commune,Centre-Sud,,12.05246,-1.24374,0
Imiougou,commune,Centre-Sud,,12.02029,-1.23853,0
Ouayalguen,commune,Centre-Sud,,12.0081,-1.25105,0
Yaken,commune,Centre-Sud,,12.00962,-1.23364,0
Koulibila,commune,Plateau-Central,,12.41429,-1.13501,0
Rapadama V4,commune,Plateau-Central,,12.28052,-1.03599,0
Rapadama V9,commune,Plateau-Central,,12.16878,-1.01738,0
Rapadama V1,commune,Plateau-Central,,12.33549,-1.06064,0
Rapadama V2,commune,Plateau-Central,,12.27928,-1.0611,0
Rapadama V3,commune,Plateau-Central,,12.29116,-1.04664,0
Rapadama V5,commune,Plateau-Central,,12.26073,-1.08648,0
Rapadama V7,commune,Plateau-Central,,12.20174,-1.0372,0
Rapadama V8,commune,Plateau-Central,,12.19381,-1.04661,0
Séwèra,commune,Sud-Ouest,Province du Poni,10.2988,-3.0729,0
Palal-Sambo,commune,Sahel,Province du Djelgodji,14.00575,-0.97633,0
Léopadi,commune,Est,Province du Gobnangou,11.83102,1.42901,0
Gaik Goita,commune,Sahel,Province du Djelgodji,14.17067,-1.00126,0
Sergoussouma,commune,Sahel,Province du Djelgodji,13.98053,-1.37699,0
Bouloye-Siguidi,commune,Sahel,Province du Séno,14.01676,-0.49877,0
Tialboanga,commune,Est,Province du Gobnangou,12.3512,1.27779,0
Boundoré,commune,Sahel,Province du Yagha,13.44114,0.90735,0
Baporayiri,commune,Sud-Ouest,,9.8277,-2.74399,0
Niamanga,commune,Sahel,Province du Djelgodji,13.94852,-1.73527,0
Soum-Bellah,commune,Sahel,Province du Djelgodji,14.76129,-1.11884,0
Bolkiba,commune,Centre-Nord,Province du Bam,13.67381,-1.48977,0
Soam,commune,Est,Province du Gourma,12.20701,0.67514,0
Sikendé,commune,Nord,Province du Yatenga,13.97699,-2.78099,0
Yorsala,commune,Nord,Province du Lorum,14.00556,-1.90923,0
Kollo,commune,Centre-Sud,Nahouri Province,11.34909,-1.32578,0
Goseye-Site,commune,Sahel,Oudalan,14.46448,0.0012,0
Lilgomdé,commune,Sahel,Province du Djelgodji,13.98051,-0.91809,0
Nagare,commune,Est,Province du Gourma,11.79341,0.44448,0
Tiabwal,commune,Nord,Province du Yatenga,14.10248,-2.63607,0
Samtangou,commune,Est,Province du Gourma,12.01023,1.31171,0
Tatiangou,commune,Est,Province du Gourma,12.01301,1.12362,0
Gouin-gouin,commune,Cascades,Province de la Comoé,10.69552,-4.21684,0
Koena,commune,Est,Province du Gobnangou,12.17305,1.249,0
Koalou,commune,Est,Province de la Kompienga,11.0231,0.93873,0
Morideni,commune,Est,Province du Gobnangou,11.68047,1.72721,0
Alidougou,commune,,,9.66882,-4.29263,0
Zourma,commune,Centre-Est,Province du Boulgou,11.24177,-0.61073,0
Set-Seré,commune,Sahel,Oudalan,14.33682,-0.13666,0
Wouro Saba,commune,Sahel,Province du Djelgodji,14.07677,-1.63595,0
Péllaboukou,commune,Nord,Province du Lorum,13.90214,-2.08537,0
Houaré,commune,Est,Province du Gobnangou,11.62604,1.63537,0
Darkoye,commune,Sahel,Oudalan,14.7013,-0.11686,0
Waribéré,commune,Boucle du Mouhoun,Province de la Koosin,13.06993,-3.55991,0
Yoba,commune,Sahel,Province du Yagha,13.27147,0.50901,0
Gnobtenkoagou,commune,Est,Province de la Kompienga,11.407,1.27636,0
Nadieringa,commune,Est,Province du Gobnangou,11.5584,1.6287,0
Doungouma,commune,Nord,Province du Lorum,14.00857,-2.15487,0
Kankantiari,commune,Sahel,Province du Yagha,13.48168,0.87826,0
Dimasso,commune,Boucle du Mouhoun,Province de la Koosin,12.66722,-3.61236,0
Toptiagou,commune,Est,Province du Gobnangou,12.00694,1.9558,0
Tako-Yoyora,commune,Sud-Ouest,Province du Poni,10.54144,-3.5554,0
Boula,commune,Est,Gnagna Province,13.56342,-0.13048,0
Diamanga,commune,Est,Province du Gobnangou,11.90996,1.9289,0
Katela,commune,Est,Province du Gobnangou,11.94131,1.93095,0
Bodiaga,commune,Est,Province du Gobnangou,11.80977,1.87292,0
Kobana,commune,Est,Province du Gobnangou,11.82108,1.89452,0
Malpoa,commune,Est,Province du Gobnangou,11.75506,1.88118,0
Pielgou,commune,Est,Province du Gobnangou,11.75687,1.94393,0
Kobdari,commune,Est,Province du Gobnangou,11.82708,1.97756,0
Nangbanli,commune,Est,Province du Gobnangou,11.88034,1.97403,0
Tiontionga,commune,Est,Province du Gobnangou,11.86379,1.98564,0
Fobri,commune,Est,Province du Gobnangou,12.59919,1.88051,0
Fantou,commune,Est,Province du Gobnangou,12.57653,1.85049,0
Guilan,commune,Nord,Province du Lorum,13.91912,-2.13895,0
Kougri-Koulga,commune,Sahel,Province du Djelgodji,13.87289,-0.98966,0
Dandantili,commune,Est,Province du Gourma,11.87001,0.41379,0
Nagnoundougou,commune,Est,Province du Gourma,12.45642,0.92796,0
Goungam,commune,Sahel,Oudalan,14.70183,0.09312,0
Houndokiré,commune,Sahel,Oudalan,14.68073,-0.34326,0
Bangmiougou,commune,Centre-Nord,Sandbondtenga,13.49159,-1.12473,0
Koulfo,commune,Est,Gnagna Province,13.23192,-0.0012,0
Barpoa,commune,Est,Province du Gobnangou,12.21395,1.87498,0
Dirze,commune,Centre-Sud,Zoundweogo Province,11.61412,-0.98207,0
Ponga,commune,Centre-Sud,Zoundweogo Province,11.35,-0.63333,0
